code,lat,lon,name,city,state,country,tz,type,runway_length,elev,NTGA
GZT,36.9481,37.4783,Gaziantep Airport,Oğuzeli,Gaziantep,Turkey,Europe/Istanbul,Airports,9186,2313,
HAA,70.4849,22.1126,Hasvik Airport,Hasvik,Finnmark Fylke,Norway,Europe/Oslo,Airports,2362,25,
HAC,33.1153,139.784,Hachijojima Airport,Hachijo-machi,Tokyo Prefecture,Japan,Asia/Tokyo,Airports,5910,303,KHAD
HAD,56.6819,12.8164,Halmstad Airport,Hamstad,Halland,Sweden,Europe/Stockholm,Airports,7546,101,KHAE
HAE,36.2306,-112.669,Havasupai,Havasupai,Arizona,United States,America/Phoenix,Airports,,,FMCH
HAH,-11.5319,43.2611,Moroni Hahaia Airport,Hahaia,Grande Comore,Comoros,Indian/Comoro,Airports,9514,89,EDDV
HAJ,52.4586,9.69459,Hannover International Airport,Langenhagen,Lower Saxony,Germany,Europe/Berlin,Airports,8858,183,
HAK,20.0204,110.348,Haikou Airport,Haikou,Hainan,China,Asia/Shanghai,Airports,,,EDDH
HAM,53.6321,10.0042,Hamburg Airport,Hamburg,Hamburg,Germany,Europe/Berlin,Airports,12024,53,VVNB
HAN,21.2263,105.815,Noi Bai Airport,Hanoi,Ha Noi,Vietnam,Asia/Ho_Chi_Minh,Airports,6562,26,VRMH
HAQ,6.75785,73.1472,Hanimadu,Hanimaadhoo,Haa Dhaalu,Maldives,Indian/Maldives,Airports,,,
HAS,27.4433,41.6872,Hail Airport,Ha'il,Hail,Saudi Arabia,Asia/Riyadh,Airports,10827,3331,ENHD
HAU,59.3436,5.21246,Haugesund Karmoy Airport,Avaldsnes,Rogaland Fylke,Norway,Europe/Oslo,Airports,6957,77,MUHA
HAV,22.9894,-82.4075,Jose Marti International Airport,Wajay,Ciudad de la Habana,Cuba,America/Havana,Airports,13123,210,YMHB
HBA,-42.8375,147.506,Hobart International Airport,Hobart,Tasmania,Australia,Australia/Hobart,Airports,7386,13,
HBE,30.9183,29.6914,Borg El Arab International Airport,Alexandria,Al Iskandariyah,Egypt,Africa/Cairo,Airports,,,
HBT,23.9176,45.0811,Saudi Arabia,Hafr Albatin,,Saudi Arabia,Asia/Riyadh,Airports,7054,1175,
HBX,15.364,75.1131,India,Hubli,Karnataka,India,Asia/Kolkata,Airports,,,
HCN,22.0403,120.735,Hengchun Airport,Hengchun,Taiwan Province,Taiwan,Asia/Taipei,Other Airport,,,
HCR,62.2016,-159.77,Alaska,Holy Cross,Alaska,United States,America/Nome,Airports,3000,85,EDIU
HDB,49.4167,8.71667,Heidelberg Airport,Heidelberg,Baden-Wurttemberg,Germany,Europe/Berlin,Airports,,,
HDD,25.3142,68.3656,Hyderabad Airport,Hyderabad,Sindh,Pakistan,Asia/Karachi,Other Airport,7054,130,
HDF,53.8788,14.1383,Heringsdorf,Heringsdorf,Mecklenburg-Vorpommern,Germany,Europe/Berlin,Airports,,,
HDM,34.8692,48.5522,Hamadan Airport,Hamadan,Hamadan,Iran,Asia/Tehran,Airports,7643,5730,KHDN
HDN,40.485,-107.219,Yampa Valley Airport,Hayden,Colorado,United States,America/Denver,Airports,6999,6597,
HDS,-24.3578,31.0444,Hoedspruit Afs Airport,Phalaborwa,Limpopo,South Africa,Africa/Johannesburg,Airports,,,VTSS
HDY,6.9294,100.399,Hat Yai International Airport,Hat Yai,Songkhla,Thailand,Asia/Bangkok,Airports,10006,91,
HEA,34.2069,62.2267,Herat Airport,Herat,Herat,Afghanistan,Asia/Kabul,Airports,8525,3206,
HEH,20.7439,96.7944,Heho Airport,Heho,Shan State,Myanmar,Asia/Rangoon,Airports,5700,3858,KHEI
HEI,54.153,8.89555,Heide-Busum Airport,Heide-Buesum,Schleswig-Holstein,Germany,Europe/Berlin,Airports,2362,7,
HEK,50.25,127.3,Heihe Airport,Heihe,Heilongjiang,China,Asia/Shanghai,Airports,,,EFHK
HEL,60.3243,24.9688,Helsinki Vantaa Airport,Vantaa,Southern Finland,Finland,Europe/Helsinki,Airports,11286,179,LGIR
HER,35.3397,25.1836,Iraklion Airport,Iraklio,Kriti,Greece,Europe/Athens,Airports,8793,115,ZBHH
HET,40.8543,111.821,Huhehaote Airport,Hohhot,Nei Mongol,China,Asia/Shanghai,Airports,,,
HFA,32.8111,35.0417,U Michaeli Airport,Hefa,H'efa,Israel,Asia/Jerusalem,Airports,4183,28,
HFE,31.7712,117.301,Hefei-Luogang Airport,Hefei,Anhui,China,Asia/Shanghai,Airports,,,
HFS,60.026,13.5817,Hagfors Airport,Hagfors,,Sweden,Europe/Stockholm,Airports,4954,472,ENHF
HFT,70.6808,23.676,Hammerfest Airport,Hammerfest,Finnmark Fylke,Norway,Europe/Oslo,Airports,2625,266,
HGA,9.5186,44.0903,Hargeisa Airport,Hargeysa,Woqooyi Galbeed,Somalia,Africa/Mogadishu,Airports,7480,4423,
HGD,-20.8127,144.225,Hughenden Aerodrome,Hughenden,Queensland,Australia,Australia/Brisbane,Airports,5400,1043,ZSHC
HGH,30.3332,120.234,Jianoiao Airport,Hangzhou,Zhejiang,China,Asia/Shanghai,Airports,,,
HGL,51.0908,10.4542,Germany,Helgoland,,Germany,Europe/Berlin,Airports,1312,8,
HGN,19.2989,97.9764,Mae Hongson Airport,Mae Hong Son,Mae Hong Son,Thailand,Asia/Bangkok,Airports,5433,761,
HGU,-5.8272,144.295,Mount Hagen Airport,Mount Hagen,Western Highlands,Papua New Guinea,Pacific/Port_Moresby,Airports,6180,5388,
HHH,32.2267,-80.6989,Hilton Head Airport,Hilton Head Island,South Carolina,United States,America/New_York,Airports,3700,20,EDFH
HHN,49.9454,7.26851,Frankfurt-Hahn Airport,Dickenschied,Rheinland-Pfalz,Germany,Europe/Berlin,Airports,3300,1649,
HHQ,12.6281,99.95,Hua Hin Airport,Hua Hin,Kalasin,Thailand,Asia/Bangkok,Airports,3937,10,
HHZ,-18.0363,-142.616,French Polynesia,Hikueru,Tuamotu-Gambier,French Polynesia,Pacific/Midway,Airports,2625,7,KHIB
HIB,47.3934,-92.8418,Chisholm Hibbing Airport,Hibbing,Minnesota,United States,America/Chicago,Airports,6750,1352,
HID,-10.5858,142.293,Horn Island,Horn Island,Queensland,Australia,Australia/Brisbane,Airports,4550,44,
HIJ,34.4368,132.922,Hiroshima Airport,Mihara-shi,Hiroshima Prefecture,Japan,Asia/Tokyo,Airports,5906,15,
HIL,19.7192,-155.082,,Shillavo,,Ethiopia,Africa/Addis_Ababa,Airports,,,
HIN,35.085,128.072,Sacheon Airport,Sacheon-Si,Gyeongsangnam-Do,South Korea,Asia/Seoul,Airports,9000,25,
HIR,-9.4211,160.053,Henderson Airport,Honiara,Guadalcanal,Solomon Islands,Pacific/Guadalcanal,Airports,6702,32,
HIS,-20.0543,148.884,Hayman Island Airport,Hayman Island,Queensland,Australia,Australia/Brisbane,Airports,,,
HJJ,34.668,104.166,Zhi Jiang,Zhi Jiang,Hunan,China,Asia/Shanghai,Airports,,,
HJR,24.8496,79.9367,Khajuraho Airport,Khajuraho,Madhya Pradesh,India,Asia/Kolkata,Airports,6000,713,
HKB,63.8667,-148.967,Healy Lake Airport,Healy Lake,Alaska,United States,America/Anchorage,Airports,2640,1294,RJCH
HKD,41.7706,140.824,Hakodate Airport,Hakodate-shi,Hokkaido Prefecture,Japan,Asia/Tokyo,Airports,8200,138,VHHH
HKG,22.3124,113.929,Hong Kong International Airport,Hong Kong,Hong Kong Island,Hong Kong,Asia/Hong_Kong,Airports,12467,19,NZHK
HKK,-42.7141,170.989,Hokitika Airport,Hokitika,West Coast,New Zealand,Pacific/Auckland,Airports,4311,146,
HKN,-5.4628,150.404,Hoskins Airport,Kimbe,West New Britain,Papua New Guinea,Pacific/Port_Moresby,Airports,5200,66,VTSP
HKT,8.1106,98.3125,Phuket International Airport,Thalang,Phuket,Thailand,Asia/Bangkok,Airports,8200,69,
HLA,-25.9353,27.925,Lanseria Airport,Johannesburg,Gauteng,South Africa,Africa/Johannesburg,Other Airport,10000,4517,
HLD,49.2,119.7,Hailar,Hailar,Nei Mongol,China,Asia/Shanghai,Airports,,,
HLH,46.0935,122.021,Ulanhot Airport,Ulan Hot,Nei Mongol,China,Asia/Shanghai,Airports,,,KHLN
HLN,46.6104,-111.99,Helena Regional Airport,Helena,Montana,United States,America/Denver,Airports,9000,3873,
HLY,53.3167,-4.63333,Holyhead Airport,Holyhead,Wales,United Kingdom,Europe/London,Railway Stations,,,NZHN
HLZ,-37.8632,175.328,Hamilton Airport,Hamilton,Waikato,New Zealand,Pacific/Auckland,Airports,5600,172,
HMA,61.0286,69.0919,Khanty-Nansiysk,Khanty-Mansiysk,Khanty-Mansiyskiy Avtonomnyy Okr,Russian Federation,Asia/Yekaterinburg,Other Airport,,,
HME,31.6739,6.1428,Oued Irara Airport,Ouargla,Ouargla,Algeria,Africa/Algiers,Airports,8530,463,MMHO
HMO,29.0967,-111.047,Gen Ignacio P Garcia International Airport,Hermosillo,Sonora,Mexico,America/Hermosillo,Airports,7546,630,
HMV,62.1984,17.5514,Sweden,Hemavan,,Sweden,Europe/Stockholm,Airports,,,
HNA,39.4315,141.135,Hanamaki Airport,Hanamaki-shi,Iwate Prefecture,Japan,Asia/Tokyo,Airports,6560,297,KHND
HND,35.5533,139.771,Tokyo International Airport,Tokyo,Tokyo Prefecture,Japan,Asia/Tokyo,Airports,,,PAOH
HNH,58.0966,-135.41,Hoonah Airport,Hoonah,Alaska,United States,America/Anchorage,Airports,3100,30,PHNL
HNL,21.3358,-157.919,Honolulu International Airport,Honolulu,Hawaii,United States,Pacific/Honolulu,Airports,12360,13,PHHN
HNM,20.7944,-156.015,Hana Airport,Hana,Hawaii,United States,Pacific/Honolulu,Airports,3605,77,PAHN
HNS,59.2439,-135.524,Haines Airport,Haines,Alaska,United States,America/Anchorage,Airports,4602,16,KHOB
HOB,32.6929,-103.215,Lea County Regional Airport,Hobbs,New Mexico,United States,America/Denver,Airports,7398,3659,
HOD,14.755,42.9858,Hodeidah Airport,Al Hudaydah,Al Hudaydah,Yemen,Asia/Aden,Airports,9842,49,KHOE
HOE,20.5,103.75,Houeisay,Houeisay,Houaphan,Lao People's Democratic Republic,Asia/Vientiane,Airports,,,
HOF,23.9176,45.0811,Saudi Arabia,Alahsa,,Saudi Arabia,Asia/Riyadh,Airports,6350,517,MUHG
HOG,20.7853,-76.315,Holguin Airport,San Pedro de Cacocum,Holguin,Cuba,America/Havana,Airports,10414,348,
HOH,47.3833,9.7,Hohenems Airport,Hohenems,Vorarlberg,Austria,Europe/Vienna,Airports,2066,1352,
HOI,-18.0753,-140.946,Hao Airport,Papeete,Tuamotu-Gambier,French Polynesia,Pacific/Gambier,Airports,11089,10,PAHO
HOM,59.6408,-151.499,Homer Airport,Homer,Alaska,United States,America/Anchorage,Airports,7401,78,KHON
HON,44.3833,-98.2333,Howes,Huron,South Dakota,United States,America/Chicago,Airports,7200,1288,EDQM
HOQ,50.2893,11.866,Hof-Plauen Airport,Hof,Bavaria,Germany,Europe/Berlin,Airports,2690,1926,
HOR,38.52,-28.7172,Horta Airport,Horta,Azores,Portugal,Atlantic/Azores,Airports,4921,115,KHOU
HOU,29.6572,-95.2795,William P Hobby Airport,Houston,Texas,United States,America/Chicago,Airports,7602,47,ENOV
HOV,62.1804,6.07624,Hovden Airport,Hovdebygda,More og Romsdal,Norway,Europe/Oslo,Airports,2625,243,
HPA,-19.8,-174.35,Salote Pilolevu Airport,Pangai,Ha'apai,Tonga,Pacific/Tongatapu,Airports,,,PAHP
HPB,61.5262,-166.142,Hooper Bay Airport,Hooper Bay,Alaska,United States,America/Anchorage,Airports,3616,18,
HPH,20.8192,106.726,Hai Phong Cat Bi Airport,Häi Phòng,Hai Phong,Vietnam,Asia/Ho_Chi_Minh,Airports,,,KHPN
HPN,41.0693,-73.7042,Westchester County Airport,Purchase,New York,United States,America/New_York,Airports,6548,439,ZYHB
HRB,45.6281,126.252,Harbin Yangjiagang Airport,Harbin,Heilongjiang,China,Asia/Shanghai,Airports,,,FVHA
HRE,-17.9228,31.1014,Harare International Airport,Harare,Harare,Zimbabwe,Africa/Harare,Airports,15500,4901,HEGN
HRG,27.1858,33.7981,Hurghada Airport,Bor Safajah,Al Bahr al Ahmar,Egypt,Africa/Cairo,Airports,9843,52,UKHH
HRK,49.9245,36.2946,Kharkov Airport,Kharkiv,Kharkivs´ka Oblast´,Ukraine,Europe/Kiev,Airports,,499,KHRL
HRL,26.2216,-97.663,Grande Valley International Airport,Harlingen,Texas,United States,America/Chicago,Airports,8300,36,KHRT
HRT,54.0486,-1.25333,Linton-On-Ouse,Harrogate,England,United Kingdom,Europe/London,Airports,6014,53,
HSG,33.1508,130.302,Saga Airport,Saga,Tokyo Prefecture,Japan,Asia/Tokyo,Airports,6561,7,
HSL,65.7024,-156.387,Alaska,Huslia,Alaska,United States,America/Nome,Airports,3000,180,
HSN,29.935,122.359,Zhoushan Airport,Shenjiamen Town,Zhejiang,China,Asia/Shanghai,Airports,,,KHSV
HSV,34.6492,-86.7767,Huntsville International Airport,Huntsville,Alabama,United States,America/Chicago,Airports,5000,363,
HTA,52.1138,113.498,Chita Airport,Chita,Chitinskaya Oblast,Russia,Asia/Yakutsk,Airports,9186,2274,
HTG,71.9751,102.493,Hatanga Airport,Dudinka,Krasnoyarskiy Kray,Russia,Asia/Krasnoyarsk,Airports,,,YBHM
HTI,-20.3563,148.95,Hamilton Island Airport,Hamilton Island,Queensland,Australia,Australia/Brisbane,Airports,5984,15,
HTN,40.5,78.5,Hotan,Hotan,新疆维吾尔自治区,China,Asia/Shanghai,Airports,,,KHTS
HTS,38.37,-82.5542,Tri State Walker Long Field Airport,Huntington,West Virginia,United States,America/New_York,Airports,6509,828,
HUH,-16.6867,-151.019,Huahine Airport,Papeete,Leeward Islands,French Polynesia,Pacific/Tahiti,Airports,4921,7,
HUI,16.3988,107.7,Hue-Phu Bai Airport,Hue,Thura Thien-Hue,Vietnam,Asia/Ho_Chi_Minh,Airports,6562,49,RCYU
HUN,24.0257,121.613,Hwmlien Airport,Hualien City,Taiwan Province,Taiwan,Asia/Taipei,Airports,9098,48,
HUQ,29.1117,15.9661,Hon Airport,Houn,Al Jufrah,Libya,Africa/Tripoli,Airports,5890,837,
HUS,66.0443,-154.258,Hughes,Hughes,Alaska,United States,America/Anchorage,Airports,4000,289,
HUV,61.7683,17.0855,Hudiksvall Airport,Hudiksvall,Gavleborg,Sweden,Europe/Stockholm,Airports,3445,91,
HUX,15.7739,-96.2625,Bahias de Huatulco International Airport,Santo Domingo de Morelos,Oaxaca,Mexico,America/Mexico_City,Airports,,,
HUY,53.5833,-0.34925,Humberside International Airport,Ulceby,England,United Kingdom,Europe/London,Airports,5098,102,
HUZ,23.0957,114.398,Huizhou,Huizhou,Guangdong,China,Asia/Chongqing,Airports,,,
HVA,-14.6289,47.7667,Analalava Airport,Analalava,Mahajanga,Madagascar,Indian/Antananarivo,Airports,3937,312,
HVB,-25.2839,152.836,Hervey Bay Airport,Hervey Bay,Queensland,Australia,Australia/Brisbane,Airports,4855,60,
HVD,48.0167,91.6333,Mongolia,Khovd,Hovd,Mongolia,Asia/Ulaanbaatar,Airports,,,ENHV
HVG,71.0099,25.9767,Valan Airport,Honningsvåg,Finnmark Fylke,Norway,Europe/Oslo,Airports,2625,46,KHVN
HVN,41.2709,-72.89,Tweed New Haven Airport,East Haven,Connecticut,United States,America/New_York,Airports,5600,13,KHVR
HVR,48.5461,-109.773,Havre City-County Airport,Havre,Montana,United States,America/Denver,Airports,5205,2588,KHYA
HYA,41.6667,-70.2863,Barnstable Boardman Polando Airport,Hyannis,Massachusetts,United States,America/New_York,Airports,5564,52,VOHY
HYD,17.4522,78.4629,Begumpet Airport,Hyderabad,Andhra Pradesh,India,Asia/Kolkata,Airports,9082,1741,
HYG,55.205,-132.822,Alaska,Hydaburg,Alaska,United States,America/Juneau,Airports,,1,
HYL,55.4833,-132.65,SPB,Hollis,Alaska,United States,America/Anchorage,Airports,,1,
HYN,60.8929,15.9744,,Huangyan,Zhejiang,China,Asia/Shanghai,Airports,,,KHYS
HYS,38.8546,-99.2737,Hays Municipal Airport,Hays,Kansas,United States,America/Chicago,Airports,5700,1998,
HZG,33.0677,107.007,Hanzhong Airport,Hanzhong,Shaanxi,China,Asia/Shanghai,Airports,,,
HZH,32.7833,106.667,Liping,Liping City,陝西省,China,Asia/Shanghai,Airports,,,
IAA,67.4538,86.4912,Russia,Igarka,Krasnoyarskiy Kray,Russia,Asia/Krasnoyarsk,Airports,,,KIAD
IAD,38.9556,-77.4484,Dulles International Airport,Washington,Virginia,United States,America/New_York,Airports,11501,313,KIAG
IAG,43.1,-78.9423,Niagara Falls International Airport,Niagara Falls,New York,United States,America/New_York,Other Airport,9125,590,KIAH
IAH,29.9784,-95.3424,George Bush Intercontinental Airport,Houston,Texas,United States,America/Chicago,Airports,12001,98,
IAM,28.0511,9.6381,In Amenas Airport,Illizi,Illizi,Algeria,Africa/Algiers,Airports,9843,1847,PAIK
IAN,66.9699,-160.429,Kiana,Kiana,Alaska,United States,America/Anchorage,Airports,3400,150,LRIA
IAS,47.1814,27.617,Iasi North Airport,Ilasi,Iasi,Romania,Europe/Bucharest,Airports,5906,394,
IBA,7.3608,3.9781,Ibadan Airport,Ibadan,Oyo,Nigeria,Africa/Lagos,Airports,4537,769,
IBE,4.425,-75.1394,Perales Airport,Ibague,Tolima,Colombia,America/Bogota,Airports,4987,3044,LEIB
IBZ,38.8755,1.36851,Ibiza Airport,San José,Balearic Islands,Spain,Europe/Madrid,Airports,9186,23,
ICI,-17.7518,-179.307,Cicia Airport,Cicia,Eastern,Fiji,Pacific/Fiji,Airports,2500,13,RKSI
ICN,37.4534,126.657,New Incheon International Airport,Incheon,Incheon,South Korea,Asia/Seoul,Airports,12300,6,KICT
ICT,37.6531,-97.43,Wichita Mid-Continent Airport,Wichita,Kansas,United States,America/Chicago,Airports,7302,1332,KIDA
IDA,43.5147,-112.068,Fanning Field Airport,Idaho Falls,Idaho,United States,America/Denver,Airports,9001,4741,VAID
IDR,22.7197,75.807,Devi Ahilyabai Holkar International Airport,Indore,Madhya Pradesh,India,Asia/Kolkata,Airports,7480,1850,EPZG
IEG,52.1282,15.7975,Babimost Airport,Babimost,Lubusz,Poland,Europe/Warsaw,Airports,,,UKKK
IEV,50.4069,30.4456,Zhulyany Airport,Kiev,Kyyivs´ka Oblast´,Ukraine,Europe/Kiev,Airports,5905,574,
IFJ,66.0548,-23.1301,Isafjordur Airport,Isafjordur,Isafjordur,Iceland,Atlantic/Reykjavik,Airports,4593,10,
IFN,32.7514,51.8639,Esfahan International Airport,Esfahan,Esfahan,Iran,Asia/Tehran,Airports,11483,5242,
IFO,48.8833,24.6833,Ivano-Frankovsk Airport,Ivano-Frankivs'k,Ivano-Frankivs´ka Oblast´,Ukraine,Europe/Kiev,Airports,,,KIFP
IFP,35.1657,-114.557,Laughlin-Bullhead International Airport,Bullhead City,Arizona,United States,America/Phoenix,Airports,,,
IGA,20.9767,-73.6656,Great Inagua Airport,Matthew Town,Inagua,Bahamas,America/Nassau,Airports,5000,8,PAIG
IGG,59.3167,-155.9,Igiugig,Igiugig,Alaska,United States,America/Anchorage,Airports,2700,110,KIGM
IGM,35.2692,-113.957,Kingman Airport,Kingman,Arizona,United States,America/Phoenix,Airports,6831,3446,
IGR,-25.7422,-54.4753,Cataratas del Iguazu Airport,Puerto Esperanza,Misiones,Argentina,America/Sao_Paulo,Airports,10827,915,
IGS,49.6622,9.9275,Ingolstadt-Manching,Ingolstadt-Manching,Bavaria,Germany,Europe/Berlin,Airports,,,SBFI
IGU,-25.5958,-54.4864,Cataratas International Airport,Foz do Iguacu,Parana,Brazil,America/Sao_Paulo,Airports,7218,787,
IHR,32.4207,53.6824,Iran,Iran Shahr,,Iran,Asia/Tehran,Airports,,,
IIL,32.4207,53.6824,Iran,Ilaam,,Iran,Asia/Tehran,Airports,,,
IJK,56.8346,53.2026,Russia,Izhevsk,Udmurtiya,Russia,Europe/Samara,Airports,,,OIIE
IKA,35.5683,51.4436,Imam Khomeini International Airport,Tehran,Tehran,Iran,Asia/Tehran,Airports,,,PAKO
IKO,52.9389,-168.868,Nikolski,Nikolski,Alaska,United States,America/Adak,Military Airport,3500,73,
IKS,71.6969,128.908,Tiksi Airport,Tiksi,,Russia,Asia/Krasnoyarsk,Airports,,,UUII
IKT,52.2604,104.404,Irkutsk Southeast Airport,Irkutsk,Irkutskaya Oblast,Russia,Asia/Irkutsk,Airports,9022,1641,
ILF,56.0557,-95.5897,Ilford Airport,Nelson House,Manitoba,Canada,America/Winnipeg,Railway Stations,3000,642,PAIL
ILI,59.7555,-154.918,Iliamna Airport,Iliamna,Alaska,United States,America/Anchorage,Airports,4800,207,KILM
ILM,34.2668,-77.912,Wilmington International Airport,Wilmington,North Carolina,United States,America/New_York,Airports,7999,32,KILN
ILN,39.4348,-83.7982,Airborne Airpark,Wilmington,Ohio,United States,America/New_York,Airports,9000,1071,
ILO,10.7144,122.544,Iloilo Airport,Iloilo,Western Visayas,Philippines,Asia/Manila,Airports,6890,24,
ILP,-22.609,167.478,Moue Airport,Vao,Sud,New Caledonia,Pacific/Noumea,Airports,3608,315,
ILR,8.4397,4.4947,Ilorin Airport,Ilorin,Kwara,Nigeria,Africa/Lagos,Airports,10171,1125,
ILY,55.6835,-6.24856,Islay Airport,Glenegedale,Scotland,United Kingdom,Europe/London,Airports,4458,58,
ILZ,49.2333,18.6179,Kotesovo Airport,Bytča,Zilinsky,Slovakia,Europe/Prague,Airports,,,
IMF,24.7611,93.8972,Imphal Airport,Lilong (Imphal West),Manipur,India,Asia/Kolkata,Airports,9022,2542,
IMK,29.9667,81.8333,Nepal,Simikot,Midwest,Nepal,Asia/Katmandu,Airports,,,
IMP,-5.5303,-47.4669,Prefeito Renato Moreira Airport,Imperatriz,Maranhao,Brazil,America/Belem,Airports,5918,430,KIMT
IMT,45.8153,-88.1185,Ford Airport,Kingsford,Michigan,United States,America/Chicago,Airports,6500,1182,
INC,38.4999,106.146,Yinchuan Airport,Yinchuan,Ningxia,China,Asia/Shanghai,Airports,,,KIND
IND,39.7322,-86.2707,Indianapolis International Airport,Indianapolis,Indiana,United States,America/New_York,Airports,10005,797,
INH,-23.8731,35.4058,Inhambane Airport,Inhambane,Inhambane,Mozambique,Africa/Maputo,Airports,4921,30,
INI,43.3381,21.8547,Nis Airport,Nis,Nishava,Serbia,Europe/Belgrade,Other Airport,7225,648,KINL
INL,48.5661,-93.3978,Falls International Airport,International Falls,Minnesota,United States,America/Chicago,Airports,6508,1185,LOWI
INN,47.2591,11.3566,Innsbruck Airport,Innsbruck,Tyrol,Austria,Europe/Vienna,Airports,6560,1906,KINT
INT,36.1361,-80.2294,Smith Reynolds Airport,Winston-Salem,North Carolina,United States,America/New_York,Airports,6655,970,ANYN
INU,-0.54855,166.921,Nauru International Airport,Yaren,Yaren,Nauru,Pacific/Nauru,Airports,5620,19,
INV,57.5399,-4.06352,Inverness Airport,Inverness,Scotland,United Kingdom,Europe/London,Airports,6190,31,
INZ,27.2453,2.5164,In Salah Airport,In Salah,Tamanghasset,Algeria,Africa/Algiers,Airports,7874,883,LGIO
IOA,39.6967,20.8258,Ioannina Airport,Ioannina,Ipiros,Greece,Europe/Athens,Airports,7874,1600,EGNS
IOM,54.0819,-4.6269,Ronaldsway Airport,Castletown,Isle of Man,United Kingdom,Europe/Isle_of_Man,Airports,5751,55,
ION,1.5953,18.0522,Impfondo Airport,Impfondo,Likuoala,Congo,Africa/Brazzaville,Airports,5905,1099,
IOS,-14.8142,-39.0331,Jorge Amado Airport,Ilhéus,Bahia,Brazil,America/Belem,Airports,5164,13,
IPA,-18.8134,169.166,,Ipota,Tafea,Vanuatu,Pacific/Efate,Airports,3050,36,
IPC,-27.1167,-109.367,Mataveri International Airport,Easter Island,Valparaiso,Chile,America/Santiago,Airports,9524,226,WMKI
IPH,4.5669,101.096,Ipoh Airport,Ipoh,Perak,Malaysia,Asia/Kuala_Lumpur,Airports,4500,128,
IPI,0.8611,-77.6681,San Luis Airport,Ipiales,Narino,Colombia,America/Bogota,Airports,5905,9762,KIPL
IPL,32.8332,-115.57,Imperial County Airport,Imperial,California,United States,America/Los_Angeles,Airports,5304,-56,
IPN,-19.47,-42.4875,Usiminas Airport,Santana do Paraíso,Minas Gerais,Brazil,America/Sao_Paulo,Airports,6575,784,KIPT
IPT,41.2441,-76.9276,Williamsport-Lycoming County Airport,Montoursville,Pennsylvania,United States,America/New_York,Airports,6449,529,EGSE
